time,linear,angular
2024/06/27 13:24:01.167338335,"{'x': 0.6623083370066805, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.015988169703915034}"
2024/06/27 13:24:01.220230327,"{'x': 0.6376392753701116, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.016761270084003854}"
2024/06/27 13:24:01.271533695,"{'x': 0.626547670271452, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.021926692761804034}"
2024/06/27 13:24:01.335026529,"{'x': 0.6352909253559832, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.012609048257743893}"
2024/06/27 13:24:01.390560188,"{'x': 0.6180988716323313, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0029233778507631314}"
2024/06/27 13:24:01.439865715,"{'x': 0.6249091329986067, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.014605284864597223}"
2024/06/27 13:24:01.493024393,"{'x': 0.6066349261580203, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.021129122277649515}"
2024/06/27 13:24:01.547841091,"{'x': 0.6169309858051271, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.00803963255157214}"
2024/06/27 13:24:01.599056350,"{'x': 0.6094548605707596, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.014227713895365035}"
2024/06/27 13:24:01.650556893,"{'x': 0.6098275219326165, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.024894833503677383}"
2024/06/27 13:24:01.714936636,"{'x': 0.6035842253668431, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.009076481892230426}"
2024/06/27 13:24:01.766393354,"{'x': 0.5991140432773187, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.001119429013890283}"
2024/06/27 13:24:01.831098112,"{'x': 0.5871969073120084, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.017101470212198322}"
2024/06/27 13:24:01.885167631,"{'x': 0.5906481718017607, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02028278713146392}"
2024/06/27 13:24:01.939222978,"{'x': 0.5712382525912193, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.01644357292987575}"
2024/06/27 13:24:02.2815388,"{'x': 0.5889973454285454, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.015863910824966965}"
2024/06/27 13:24:02.54744917,"{'x': 0.5650296922511605, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.032389650691939664}"
2024/06/27 13:24:02.106860455,"{'x': 0.5777486428900567, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0023435625016583472}"
2024/06/27 13:24:02.160056600,"{'x': 0.5493392673207287, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.003314097162625096}"
2024/06/27 13:24:02.212881321,"{'x': 0.5690232281385339, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.015565123474149622}"
2024/06/27 13:24:02.266208490,"{'x': 0.5310885544647851, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.020853405152249316}"
2024/06/27 13:24:02.329669933,"{'x': 0.5374553280019798, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.038256818914789825}"
2024/06/27 13:24:02.381648773,"{'x': 0.5295343289864625, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.023665278223258035}"
2024/06/27 13:24:02.433476907,"{'x': 0.5174413204948708, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0001848109895030703}"
2024/06/27 13:24:02.486374409,"{'x': 0.5266020024670343, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02507616682859659}"
2024/06/27 13:24:02.539090273,"{'x': 0.49975381720593776, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02712612963148686}"
2024/06/27 13:24:02.601999400,"{'x': 0.5266641271600433, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02543799760857457}"
2024/06/27 13:24:02.654360549,"{'x': 0.5201789139853583, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.00964781065904674}"
2024/06/27 13:24:02.707356014,"{'x': 0.5192886152957634, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.022176610858172907}"
2024/06/27 13:24:02.762924721,"{'x': 0.5130874468284374, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.010061508117516382}"
2024/06/27 13:24:02.824916714,"{'x': 0.517093764394405, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.025319176871908766}"
2024/06/27 13:24:02.878872524,"{'x': 0.5025358807549309, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.014413866835726985}"
2024/06/27 13:24:02.941978257,"{'x': 0.5156446791539737, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.023662022545492434}"
2024/06/27 13:24:02.994785443,"{'x': 0.49482274524702224, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.019701889577969922}"
2024/06/27 13:24:03.48048038,"{'x': 0.5076041025047001, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.023112616941253883}"
2024/06/27 13:24:03.98930340,"{'x': 0.48513139426780516, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02473437247159005}"
2024/06/27 13:24:03.153226593,"{'x': 0.4780210233310757, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.005879919018690671}"
2024/06/27 13:24:03.205089355,"{'x': 0.477469362660516, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.023493258547982343}"
2024/06/27 13:24:03.258725711,"{'x': 0.46953942317753095, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.008307037518641813}"
2024/06/27 13:24:03.311559843,"{'x': 0.4701003536455205, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.019363676814812436}"
2024/06/27 13:24:03.366644296,"{'x': 0.46536574082963267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.031742288691760656}"
2024/06/27 13:24:03.416764945,"{'x': 0.4509340921274326, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.024134012893086698}"
2024/06/27 13:24:03.469932330,"{'x': 0.44358369441048495, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.037593212787779606}"
2024/06/27 13:24:03.522202871,"{'x': 0.44359040559595936, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.016619433122344596}"
2024/06/27 13:24:03.575857618,"{'x': 0.433319155127486, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.051840820850665104}"
2024/06/27 13:24:03.628660974,"{'x': 0.4404993398816038, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.001913120547999192}"
2024/06/27 13:24:03.681243233,"{'x': 0.4244874704099194, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.041982888036335986}"
2024/06/27 13:24:03.734568683,"{'x': 0.4325189262407087, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03595190533220194}"
2024/06/27 13:24:03.788409977,"{'x': 0.411033153371151, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03581933897638656}"
2024/06/27 13:24:03.840748400,"{'x': 0.42875361840897974, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.016979430783389482}"
2024/06/27 13:24:03.892369676,"{'x': 0.4046333377281486, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0220394067812677}"
2024/06/27 13:24:03.946169695,"{'x': 0.3933481040407595, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03516134892332268}"
2024/06/27 13:24:03.998397306,"{'x': 0.3954237727640633, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05366368779420849}"
2024/06/27 13:24:04.60821510,"{'x': 0.37880115349848953, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07235315447680435}"
2024/06/27 13:24:04.113880067,"{'x': 0.3860099769916583, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03286080569314276}"
2024/06/27 13:24:04.165615177,"{'x': 0.3743521555514533, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0395876649577831}"
2024/06/27 13:24:04.219231876,"{'x': 0.3771543959066592, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05687746366862978}"
2024/06/27 13:24:04.282143380,"{'x': 0.37836912944131296, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.01432956663232865}"
2024/06/27 13:24:04.335020433,"{'x': 0.3714112987514824, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03515848536125166}"
2024/06/27 13:24:04.387435960,"{'x': 0.36154162858424815, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04177582554579118}"
2024/06/27 13:24:04.442354249,"{'x': 0.36373764128923947, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.011433274594657483}"
2024/06/27 13:24:04.492918011,"{'x': 0.34105935646134067, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05541027403824028}"
2024/06/27 13:24:04.555111730,"{'x': 0.3632481934723331, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.030248881555616336}"
2024/06/27 13:24:04.607409897,"{'x': 0.3534738911464667, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.025663898086506265}"
2024/06/27 13:24:04.662259657,"{'x': 0.35847249934162284, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03509361761696894}"
2024/06/27 13:24:04.713694201,"{'x': 0.34958655073001527, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03926782863953093}"
2024/06/27 13:24:04.766103123,"{'x': 0.35656134940142203, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.004505250727261156}"
2024/06/27 13:24:04.818861727,"{'x': 0.33836563603601294, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04641477771907532}"
2024/06/27 13:24:04.871202304,"{'x': 0.335705188760384, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.038191119167130694}"
2024/06/27 13:24:04.924309297,"{'x': 0.329825725160698, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.023437232456881674}"
2024/06/27 13:24:04.976198865,"{'x': 0.32349151163338113, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.015378047554547969}"
2024/06/27 13:24:05.30605257,"{'x': 0.3260349665148509, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03189103646167979}"
2024/06/27 13:24:05.92310734,"{'x': 0.32822339300655035, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.023661812714537156}"
2024/06/27 13:24:05.145345410,"{'x': 0.32468713004487154, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0014380728467981996}"
2024/06/27 13:24:05.199176006,"{'x': 0.3119489772592211, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.00482020796055771}"
2024/06/27 13:24:05.261181338,"{'x': 0.3242299159188718, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.007098481765007492}"
2024/06/27 13:24:05.315537206,"{'x': 0.31422407729846685, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.001465427977692002}"
2024/06/27 13:24:05.382513852,"{'x': 0.3278256015949688, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.005441032879200058}"
2024/06/27 13:24:05.442113179,"{'x': 0.32005650890332776, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0007547644372341011}"
2024/06/27 13:24:05.494142240,"{'x': 0.3192612783499636, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.030702404689898266}"
2024/06/27 13:24:05.558229132,"{'x': 0.3170117157087258, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.01241944644997961}"
2024/06/27 13:24:05.612952646,"{'x': 0.3185802107860897, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01883411109772215}"
2024/06/27 13:24:05.664649304,"{'x': 0.3087676250070353, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.008828413224191145}"
2024/06/27 13:24:05.730394627,"{'x': 0.31810157385392657, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.011897703261908532}"
2024/06/27 13:24:05.781649365,"{'x': 0.30145161187987324, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.016271173228737723}"
2024/06/27 13:24:05.834069749,"{'x': 0.30042287786583377, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.022949898932065338}"
2024/06/27 13:24:05.897266722,"{'x': 0.29863571480582796, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.00033745258986961346}"
2024/06/27 13:24:05.964366925,"{'x': 0.3022776338091697, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.016725153427227468}"
2024/06/27 13:24:06.14770075,"{'x': 0.2951850507570923, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.002433759941271596}"
2024/06/27 13:24:06.77078697,"{'x': 0.2959659007107585, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.008653814554486772}"
2024/06/27 13:24:06.131054424,"{'x': 0.2873138270949746, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.018930728475323733}"
2024/06/27 13:24:06.184489292,"{'x': 0.288202515609135, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0037907817551241507}"
2024/06/27 13:24:06.238350131,"{'x': 0.28536204608355387, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01968137204467091}"
2024/06/27 13:24:06.304785055,"{'x': 0.2866481041666787, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.007584231008049613}"
2024/06/27 13:24:06.366757566,"{'x': 0.28280704627259634, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.005522177847796073}"
2024/06/27 13:24:06.432124504,"{'x': 0.28255253119784246, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.020767922529559613}"
2024/06/27 13:24:06.495120957,"{'x': 0.2816034826072405, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.015650931713220295}"
2024/06/27 13:24:06.559176936,"{'x': 0.2826404017655031, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.022115348458807915}"
2024/06/27 13:24:06.611938171,"{'x': 0.27664580125460536, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.006743454640592006}"
2024/06/27 13:24:06.666773482,"{'x': 0.2833127586083982, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.04043750334747731}"
2024/06/27 13:24:06.719199959,"{'x': 0.2731569984343517, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.00247272356789896}"
2024/06/27 13:24:06.770114555,"{'x': 0.28057057760185616, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03729313587294847}"
2024/06/27 13:24:06.823886152,"{'x': 0.283724348575494, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.056770758358752005}"
2024/06/27 13:24:06.887191918,"{'x': 0.29095716142297984, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.046887881799734465}"
2024/06/27 13:24:06.940063596,"{'x': 0.2864307210712098, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.059146539670264175}"
2024/06/27 13:24:06.993445714,"{'x': 0.29079472123348127, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05389988249873756}"
2024/06/27 13:24:07.45592491,"{'x': 0.2889285905616732, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.06109806261459383}"
2024/06/27 13:24:07.98758945,"{'x': 0.290476717119568, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05016555316845839}"
2024/06/27 13:24:07.150927977,"{'x': 0.28819243133558464, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05857150148033341}"
2024/06/27 13:24:07.203124732,"{'x': 0.295983143309579, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.06069242755470139}"
2024/06/27 13:24:07.255626180,"{'x': 0.29473254216412875, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.06486892534968458}"
2024/06/27 13:24:07.307922211,"{'x': 0.2985694799390097, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09672036729310118}"
2024/06/27 13:24:07.361367987,"{'x': 0.27878936706221535, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.044393099632025645}"
2024/06/27 13:24:07.413344950,"{'x': 0.29832468890454267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0912435980423405}"
2024/06/27 13:24:07.466249606,"{'x': 0.2765672122994366, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03411089835492831}"
2024/06/27 13:24:07.518269339,"{'x': 0.3038974583809365, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09692405335570609}"
2024/06/27 13:24:07.572230980,"{'x': 0.28015544044108265, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.034451384868903645}"
2024/06/27 13:24:07.624358965,"{'x': 0.30797711512720305, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09921181841365723}"
2024/06/27 13:24:07.678103242,"{'x': 0.28044405804626715, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.06685494624350596}"
2024/06/27 13:24:07.730628820,"{'x': 0.28306395486568986, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.040616234777321125}"
2024/06/27 13:24:07.797771018,"{'x': 0.2912246807568491, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.07574991405183873}"
2024/06/27 13:24:07.849320626,"{'x': 0.2854782788281684, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.08747155756937008}"
2024/06/27 13:24:07.912621342,"{'x': 0.3011038884674811, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09291590120420157}"
2024/06/27 13:24:07.964620179,"{'x': 0.29262583866609293, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09823352083020875}"
2024/06/27 13:24:08.30000158,"{'x': 0.31342589661783243, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10691408548124315}"
2024/06/27 13:24:08.83698633,"{'x': 0.3267261193394552, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.14777017128091607}"
2024/06/27 13:24:08.133301172,"{'x': 0.3230231467970672, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.12010088284369935}"
2024/06/27 13:24:08.186234196,"{'x': 0.3275017782713566, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.13399763339959225}"
2024/06/27 13:24:08.242145876,"{'x': 0.33148683160468134, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1646867723041714}"
2024/06/27 13:24:08.301798858,"{'x': 0.34602495873154293, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.18569519459367}"
2024/06/27 13:24:08.357492360,"{'x': 0.3408225756689825, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.15921162485804352}"
2024/06/27 13:24:08.409222350,"{'x': 0.34132273387727813, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.13898408030620057}"
2024/06/27 13:24:08.472510557,"{'x': 0.3604750645313702, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.15375706507018183}"
2024/06/27 13:24:08.524982322,"{'x': 0.3716396700374841, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.17757091381540757}"
2024/06/27 13:24:08.578632121,"{'x': 0.37797846109767547, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.21107328680177684}"
2024/06/27 13:24:08.630064113,"{'x': 0.3847024788325377, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1903592085230672}"
2024/06/27 13:24:08.683510764,"{'x': 0.39650555454372016, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.19172642713455001}"
2024/06/27 13:24:08.735220602,"{'x': 0.4057018840579899, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.2240447301517836}"
2024/06/27 13:24:08.788971626,"{'x': 0.4147154518345582, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.22099969733782654}"
2024/06/27 13:24:08.840038094,"{'x': 0.4271709987001722, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.19443876106050073}"
2024/06/27 13:24:08.893105971,"{'x': 0.44067394165239315, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.17845455638519336}"
2024/06/27 13:24:08.945565169,"{'x': 0.45113114893769984, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.20244458406538968}"
2024/06/27 13:24:08.998748242,"{'x': 0.475486032389943, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.18693800473955058}"
2024/06/27 13:24:09.51977800,"{'x': 0.47948749192776885, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1378597816395608}"
2024/06/27 13:24:09.105544513,"{'x': 0.5003733309428607, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1349837903004527}"
2024/06/27 13:24:09.159328427,"{'x': 0.5077975540069447, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1062373263818408}"
2024/06/27 13:24:09.221362066,"{'x': 0.5411067393352866, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.06865349605568127}"
2024/06/27 13:24:09.274464344,"{'x': 0.5288317161858357, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.050665652863411736}"
2024/06/27 13:24:09.330084156,"{'x': 0.5565864031314434, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.027371610084133025}"
2024/06/27 13:24:09.379500098,"{'x': 0.5548608577843978, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.013564781804880077}"
2024/06/27 13:24:09.433977748,"{'x': 0.5824721077312179, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.004374261493699905}"
2024/06/27 13:24:09.497602995,"{'x': 0.5871785363277362, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.020280628185110672}"
2024/06/27 13:24:09.548268137,"{'x': 0.6053425685051279, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.031932278764243094}"
2024/06/27 13:24:09.599196504,"{'x': 0.6129681824502122, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04405307935469249}"
2024/06/27 13:24:09.652174073,"{'x': 0.6156867391999199, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04642407847500163}"
2024/06/27 13:24:09.706914382,"{'x': 0.6402951917086336, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.060878714493407315}"
2024/06/27 13:24:09.767731982,"{'x': 0.6470544442701771, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07771920288545431}"
2024/06/27 13:24:09.819674826,"{'x': 0.6578846557432497, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.09443795833966817}"
2024/06/27 13:24:09.874157071,"{'x': 0.6665456478917482, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08988926220653504}"
2024/06/27 13:24:09.926131754,"{'x': 0.6802454307123154, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08428445993875311}"
2024/06/27 13:24:09.980723320,"{'x': 0.6893721794296722, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.12978967127269758}"
2024/06/27 13:24:10.33522397,"{'x': 0.7045353093761489, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.12052716234398275}"
2024/06/27 13:24:10.97385330,"{'x': 0.7098803568464034, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.11153423764893766}"
2024/06/27 13:24:10.149297511,"{'x': 0.7270496831321444, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.11217399122795779}"
