time,linear,angular
2024/06/27 13:24:25.980504473,"{'x': 0.3336151263551144, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.43540010661091344}"
2024/06/27 13:24:26.34670415,"{'x': 0.33511921535287525, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.42956314661780226}"
2024/06/27 13:24:26.82910983,"{'x': 0.33789656038016136, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.4240926523499944}"
2024/06/27 13:24:26.146772019,"{'x': 0.3407677516838039, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.41989493082903007}"
2024/06/27 13:24:26.200422744,"{'x': 0.34305332704525937, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.41719063932966804}"
2024/06/27 13:24:26.255994782,"{'x': 0.34690790895306, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.4102420755760843}"
2024/06/27 13:24:26.320591499,"{'x': 0.3525002083492328, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.4093422056578948}"
2024/06/27 13:24:26.367409636,"{'x': 0.35255207768589575, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.4076958144038576}"
2024/06/27 13:24:26.421659672,"{'x': 0.35477044769856103, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.4024770705746272}"
2024/06/27 13:24:26.478405260,"{'x': 0.354561778742258, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.40508175945848723}"
2024/06/27 13:24:26.541280565,"{'x': 0.3644687817286402, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.40182876585698146}"
2024/06/27 13:24:26.591403961,"{'x': 0.36521014263573115, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.3976130121141148}"
2024/06/27 13:24:26.654790121,"{'x': 0.38013488745685275, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.38219641508179514}"
2024/06/27 13:24:26.707547000,"{'x': 0.3600953197768725, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.36790778012061853}"
2024/06/27 13:24:26.760240739,"{'x': 0.3687260161053122, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.2772019615111594}"
2024/06/27 13:24:26.812816825,"{'x': 0.37956262111826755, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.3993457884051148}"
2024/06/27 13:24:26.865628000,"{'x': 0.3772152493283129, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.34832082516683904}"
2024/06/27 13:24:26.922546758,"{'x': 0.39825935465653617, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.2348425134562362}"
2024/06/27 13:24:26.984944246,"{'x': 0.41660673208253957, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.17072012875735698}"
2024/06/27 13:24:27.38012033,"{'x': 0.4233967853391026, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09764788700673677}"
2024/06/27 13:24:27.88947072,"{'x': 0.42250145966886155, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10135284476615336}"
2024/06/27 13:24:27.154124540,"{'x': 0.44274381051083084, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03444281612122069}"
2024/06/27 13:24:27.219597884,"{'x': 0.45408788935033045, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.009878284886776889}"
2024/06/27 13:24:27.270215024,"{'x': 0.4835020960950066, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03245855735722447}"
2024/06/27 13:24:27.324767075,"{'x': 0.4758933682940786, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07909688657188241}"
2024/06/27 13:24:27.386649184,"{'x': 0.5022383624985766, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07042406743616425}"
2024/06/27 13:24:27.440343724,"{'x': 0.5110325652285479, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.11395480100165045}"
2024/06/27 13:24:27.509564078,"{'x': 0.5102570685705309, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1581711030121964}"
2024/06/27 13:24:27.557824397,"{'x': 0.5351950686996584, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.19230692598246701}"
2024/06/27 13:24:27.615474540,"{'x': 0.5723264945801837, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21135011500548817}"
2024/06/27 13:24:27.671158021,"{'x': 0.5548848080471354, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2108307434846779}"
2024/06/27 13:24:27.734487951,"{'x': 0.5535655855821561, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.24423185461588215}"
2024/06/27 13:24:27.782337992,"{'x': 0.5716272178207807, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25300165019969345}"
2024/06/27 13:24:27.839446978,"{'x': 0.5710380544934767, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.27762543572317977}"
2024/06/27 13:24:27.891789087,"{'x': 0.5605888895442395, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2907337113691053}"
2024/06/27 13:24:27.941330957,"{'x': 0.5826542576278267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.28896994373707585}"
2024/06/27 13:24:28.5238669,"{'x': 0.5885115740501224, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3274280598891801}"
2024/06/27 13:24:28.58079010,"{'x': 0.6031328967907942, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.27070094440402137}"
2024/06/27 13:24:28.115401340,"{'x': 0.5945439036566618, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2732113954315709}"
2024/06/27 13:24:28.165548931,"{'x': 0.6023583583937456, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2747697021755071}"
2024/06/27 13:24:28.216906654,"{'x': 0.5930049181718281, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.29930924890318966}"
2024/06/27 13:24:28.274667306,"{'x': 0.6123651049903882, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26793303331292684}"
2024/06/27 13:24:28.337266894,"{'x': 0.6040347791583321, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20154674278916218}"
2024/06/27 13:24:28.386565590,"{'x': 0.6134774409734983, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21923141051140949}"
2024/06/27 13:24:28.440023732,"{'x': 0.611568721188081, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1344980646168077}"
2024/06/27 13:24:28.493866328,"{'x': 0.6101911811738243, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06541266985418126}"
2024/06/27 13:24:28.547840379,"{'x': 0.5922951782380631, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03144360211187536}"
2024/06/27 13:24:28.603072410,"{'x': 0.596684081974989, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.07670748023897733}"
2024/06/27 13:24:28.653782585,"{'x': 0.5826310293217116, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.12399985429947069}"
2024/06/27 13:24:28.705936059,"{'x': 0.5765836697719934, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.2193200413306844}"
2024/06/27 13:24:28.769241749,"{'x': 0.5493338201525235, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.3046566496587477}"
2024/06/27 13:24:28.821602194,"{'x': 0.5544692616091023, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.34267183107176535}"
2024/06/27 13:24:28.873472019,"{'x': 0.5144552267917398, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.381736254550721}"
2024/06/27 13:24:28.925385083,"{'x': 0.5091522831436568, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.45695976306278485}"
2024/06/27 13:24:28.976675344,"{'x': 0.4708093327013805, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.49383213521417524}"
2024/06/27 13:24:29.30249656,"{'x': 0.4261318964923044, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.594473577900632}"
2024/06/27 13:24:29.93113083,"{'x': 0.44677098370473806, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.6059750874360805}"
2024/06/27 13:24:29.145436166,"{'x': 0.4058689930054758, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.6919326557243046}"
2024/06/27 13:24:29.206946373,"{'x': 0.39799165191056557, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.713878139171154}"
2024/06/27 13:24:29.264440402,"{'x': 0.35450942599146124, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.7918942020421875}"
2024/06/27 13:24:29.324325602,"{'x': 0.35323080973605936, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.8011290576914192}"
2024/06/27 13:24:29.378342589,"{'x': 0.31851268072343225, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.8551968806400545}"
2024/06/27 13:24:29.429365696,"{'x': 0.3212207461603091, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.8617800611345476}"
2024/06/27 13:24:29.493910613,"{'x': 0.27196543852065624, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.9049916455987201}"
2024/06/27 13:24:29.546218791,"{'x': 0.28625302999572805, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.8895012447525819}"
2024/06/27 13:24:29.609549125,"{'x': 0.2369074332888361, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.9295435722060299}"
2024/06/27 13:24:29.676910914,"{'x': 0.23755172159400043, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.9239569538372336}"
2024/06/27 13:24:29.742061943,"{'x': 0.20202965119749383, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.9534429594437928}"
2024/06/27 13:24:29.812901906,"{'x': 0.19617535776212094, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.9326969973861976}"
2024/06/27 13:24:29.900547283,"{'x': 0.16775936887239606, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.9378625849739857}"
2024/06/27 13:24:29.976471215,"{'x': 0.16598510482730466, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.9006657271229148}"
2024/06/27 13:24:30.56864805,"{'x': 0.14455468447949635, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.9065484860838229}"
2024/06/27 13:24:30.132527456,"{'x': 0.11770783886972973, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.875558983350345}"
2024/06/27 13:24:30.181292278,"{'x': 0.12024390203610456, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.849486757328024}"
2024/06/27 13:24:30.239823919,"{'x': 0.09716498108586598, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.8052537587313982}"
2024/06/27 13:24:30.288589115,"{'x': 0.09678901615814446, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.789102724953425}"
2024/06/27 13:24:30.352306222,"{'x': 0.07582208329427878, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.7372237533086032}"
2024/06/27 13:24:30.406780420,"{'x': 0.07834282263242587, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.7098498681763514}"
2024/06/27 13:24:30.461645241,"{'x': 0.06304443384658931, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.6532727625900989}"
2024/06/27 13:24:30.511456684,"{'x': 0.06449436050115247, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.6268903381003978}"
2024/06/27 13:24:30.566008864,"{'x': 0.05139166967092992, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.5966997443276609}"
2024/06/27 13:24:30.626545114,"{'x': 0.052489810854013476, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.5497272972439955}"
2024/06/27 13:24:30.679273004,"{'x': 0.04294884804440703, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.5060969947992886}"
2024/06/27 13:24:30.731785057,"{'x': 0.04513798032318962, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.4855861135928725}"
2024/06/27 13:24:30.795076536,"{'x': 0.03565304556688903, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.43548662964688756}"
2024/06/27 13:24:30.849453720,"{'x': 0.03673350983381759, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.4148120290559092}"
2024/06/27 13:24:30.901398681,"{'x': 0.02514956313426596, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.38038427243033546}"
2024/06/27 13:24:30.953678718,"{'x': 0.03132367511016311, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.3511369396759676}"
2024/06/27 13:24:31.6119174,"{'x': 0.017280828797114588, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.31435036953104767}"
2024/06/27 13:24:31.60194777,"{'x': 0.008801642374121114, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.2684023494706027}"
2024/06/27 13:24:31.110901524,"{'x': 0.008357787201231376, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.254737816628829}"
2024/06/27 13:24:31.173374545,"{'x': 0.004099755075097702, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.22273136958845452}"
2024/06/27 13:24:31.226666688,"{'x': 0.0008236463348903367, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.19846880564179958}"
2024/06/27 13:24:31.279725148,"{'x': -0.004786762770998051, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.16822920189648016}"
2024/06/27 13:24:31.334493670,"{'x': -0.005719738098346313, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.15513449018335557}"
2024/06/27 13:24:31.384912491,"{'x': -0.0055942195278481655, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.14600188295161853}"
2024/06/27 13:24:31.448885173,"{'x': -0.011879558498863626, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.11764988802707244}"
2024/06/27 13:24:31.501930222,"{'x': -0.017047830461650884, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.08486962358091521}"
2024/06/27 13:24:31.554550140,"{'x': -0.01738041602186076, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.07730056645146632}"
2024/06/27 13:24:31.608260473,"{'x': -0.023693556969782557, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05905466093857914}"
2024/06/27 13:24:31.659377408,"{'x': -0.02164903918243643, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05244480467947543}"
2024/06/27 13:24:31.717111291,"{'x': -0.030060806854169377, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.031152811185831908}"
2024/06/27 13:24:31.779638499,"{'x': -0.026749753367481574, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.033258131241700184}"
2024/06/27 13:24:31.838275212,"{'x': -0.0334016016349344, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.00968753420410895}"
2024/06/27 13:24:31.895544377,"{'x': -0.030793003205773675, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.013812207844321911}"
2024/06/27 13:24:31.956969804,"{'x': -0.03977334868213529, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.006904981388359488}"
2024/06/27 13:24:32.8152389,"{'x': -0.034354369377540835, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0014393710606963595}"
2024/06/27 13:24:32.59529814,"{'x': -0.047826785601441664, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.034865830548040044}"
2024/06/27 13:24:32.112651145,"{'x': -0.04937168995685806, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03759717984470523}"
2024/06/27 13:24:32.166460905,"{'x': -0.04946192070844672, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03388094730097091}"
2024/06/27 13:24:32.229620399,"{'x': -0.05337795927321207, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03873722271044322}"
2024/06/27 13:24:32.293128487,"{'x': -0.05368484580007402, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03931131207596472}"
2024/06/27 13:24:32.348475741,"{'x': -0.05535214378494599, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04047867558161489}"
2024/06/27 13:24:32.397668273,"{'x': -0.05460816998782584, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03874215699223882}"
2024/06/27 13:24:32.450206780,"{'x': -0.058430657171069246, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04377421770453971}"
2024/06/27 13:24:32.527774926,"{'x': -0.05678434782638302, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.035453122375604273}"
2024/06/27 13:24:32.593984084,"{'x': -0.05869831132580706, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03746517237683822}"
2024/06/27 13:24:32.644376060,"{'x': -0.058538370362851214, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03605723119941828}"
2024/06/27 13:24:32.709511182,"{'x': -0.0613142978449215, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04008559474803963}"
2024/06/27 13:24:32.774103526,"{'x': -0.06096280621045937, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03708491824627913}"
2024/06/27 13:24:32.839551489,"{'x': -0.06476122507951924, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04196928189406535}"
2024/06/27 13:24:32.891210930,"{'x': -0.06324505876300192, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03796268063023511}"
2024/06/27 13:24:32.951690396,"{'x': -0.06768084648360251, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04516038370750852}"
2024/06/27 13:24:33.7929036,"{'x': -0.06398059163457477, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03639698462126706}"
2024/06/27 13:24:33.67312897,"{'x': -0.06784158847514839, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04289994270453246}"
2024/06/27 13:24:33.118806634,"{'x': -0.06897500710857203, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0402045749200477}"
2024/06/27 13:24:33.182304714,"{'x': -0.06939868394252162, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03932817254856946}"
2024/06/27 13:24:33.246476932,"{'x': -0.07163279618602071, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.039970360188708476}"
2024/06/27 13:24:33.310016013,"{'x': -0.07045567113204007, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.038039708087411306}"
2024/06/27 13:24:33.375219165,"{'x': -0.0725222550647645, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.036568901523648556}"
2024/06/27 13:24:33.434884083,"{'x': -0.07231334643627281, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03340155566727887}"
