time,linear,angular
2024/06/27 13:24:33.492683915,"{'x': -0.0747895739884372, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03746248229937166}"
2024/06/27 13:24:33.551078219,"{'x': -0.07377542098147286, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.033494486332019235}"
2024/06/27 13:24:33.615901678,"{'x': -0.0766797589064125, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.034452359636352625}"
2024/06/27 13:24:33.671839859,"{'x': -0.07608538485433267, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03254512562765033}"
2024/06/27 13:24:33.722318874,"{'x': -0.07792277398131738, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03441873123127426}"
2024/06/27 13:24:33.775637158,"{'x': -0.07802378344049084, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03221656928879124}"
2024/06/27 13:24:33.838846697,"{'x': -0.07933045270964761, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03143037550868488}"
2024/06/27 13:24:33.892315843,"{'x': -0.07994228779110821, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.032497313934663374}"
2024/06/27 13:24:33.944645593,"{'x': -0.0813090150993234, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03391138172431418}"
2024/06/27 13:24:34.6600065,"{'x': -0.08259956316305418, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03351202460063707}"
2024/06/27 13:24:34.61386466,"{'x': -0.08306488003271294, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03308019206377111}"
2024/06/27 13:24:34.114318094,"{'x': -0.08334141650737564, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.031203792723197843}"
2024/06/27 13:24:34.165602296,"{'x': -0.08445826543210685, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03218854205039534}"
2024/06/27 13:24:34.217805683,"{'x': -0.08534909683967574, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.031700556644097766}"
2024/06/27 13:24:34.281116776,"{'x': -0.08512601103481279, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.030287186920340936}"
2024/06/27 13:24:34.335900905,"{'x': -0.08585456632990807, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03050778398277032}"
2024/06/27 13:24:34.401508436,"{'x': -0.0854987136198575, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.027400245522530398}"
2024/06/27 13:24:34.455348819,"{'x': -0.08543623522433064, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.025301212580139065}"
2024/06/27 13:24:34.508606580,"{'x': -0.08574348024333885, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02452608536943579}"
2024/06/27 13:24:34.560577724,"{'x': -0.08637925773271725, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02382706904936782}"
2024/06/27 13:24:34.617454944,"{'x': -0.08650467338582932, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.021452850812093693}"
2024/06/27 13:24:34.674624256,"{'x': -0.08723565072667083, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.021971763232518704}"
2024/06/27 13:24:34.728144265,"{'x': -0.08695830940864069, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02018062436878143}"
2024/06/27 13:24:34.789718092,"{'x': -0.08772696053154395, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.020516103941904618}"
2024/06/27 13:24:34.846338619,"{'x': -0.08698700075604739, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.017882698871119374}"
2024/06/27 13:24:34.896068989,"{'x': -0.08776100516653046, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.018539748698393588}"
2024/06/27 13:24:34.962664362,"{'x': -0.08674289129488195, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.016445590516998898}"
2024/06/27 13:24:35.20927947,"{'x': -0.08808429551469804, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.01657748242822521}"
2024/06/27 13:24:35.74473045,"{'x': -0.0867985570146256, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.013081521465195145}"
2024/06/27 13:24:35.130303088,"{'x': -0.08819584409901976, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.015046435473388797}"
2024/06/27 13:24:35.180029561,"{'x': -0.0865753483040256, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.011577031304127239}"
2024/06/27 13:24:35.233120031,"{'x': -0.08798790350664451, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.01346130249106281}"
2024/06/27 13:24:35.297056807,"{'x': -0.08702138473992112, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.011947808587505548}"
2024/06/27 13:24:35.349583030,"{'x': -0.08757098574009549, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.011510947505180447}"
2024/06/27 13:24:35.402665186,"{'x': -0.0869656612127941, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.009378861222307577}"
2024/06/27 13:24:35.466067716,"{'x': -0.08626075549759983, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.008877148667534307}"
2024/06/27 13:24:35.521803542,"{'x': -0.08653332246009213, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.007188666402608845}"
2024/06/27 13:24:35.571800677,"{'x': -0.08628053592721519, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.006564353097974873}"
2024/06/27 13:24:35.624695941,"{'x': -0.08665576852371056, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0069929307601608315}"
2024/06/27 13:24:35.677765796,"{'x': -0.08614193022884235, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.00607247309640524}"
2024/06/27 13:24:35.730460916,"{'x': -0.08655189394299792, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.006593355898060871}"
2024/06/27 13:24:35.782836807,"{'x': -0.08571102935570975, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.00544147956275598}"
2024/06/27 13:24:35.845501752,"{'x': -0.08610402098746554, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0065594112469424815}"
2024/06/27 13:24:35.903116598,"{'x': -0.08504444677466684, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.004549258357619657}"
2024/06/27 13:24:35.954439932,"{'x': -0.08543846527842235, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.00436495092539424}"
2024/06/27 13:24:36.28717335,"{'x': -0.08484696939698032, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.002897058848946976}"
2024/06/27 13:24:36.101758341,"{'x': -0.08472820081152393, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.002365266776900299}"
2024/06/27 13:24:36.183757953,"{'x': -0.08296702665707784, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.000729638152330736}"
2024/06/27 13:24:36.234259989,"{'x': -0.08259256932341487, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0008967858886439473}"
2024/06/27 13:24:36.285163343,"{'x': -0.08321654785297554, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0012735382385056226}"
2024/06/27 13:24:36.339294312,"{'x': -0.08291771225987533, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0015993834822811692}"
2024/06/27 13:24:36.405087639,"{'x': -0.08325453145052984, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.00031393890587505524}"
2024/06/27 13:24:36.453504622,"{'x': -0.08301054326755161, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0009586310434110956}"
2024/06/27 13:24:36.506116496,"{'x': -0.08333135519303751, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0003271892379368424}"
2024/06/27 13:24:36.560115427,"{'x': -0.0828886213802115, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.00029027575289131136}"
2024/06/27 13:24:36.614826917,"{'x': -0.08310092439259142, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0004974073117782751}"
2024/06/27 13:24:36.677187775,"{'x': -0.08222449438156683, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.00011919475956290171}"
2024/06/27 13:24:36.743603029,"{'x': -0.08053472887049261, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0008894579484559628}"
2024/06/27 13:24:36.802600933,"{'x': -0.07971723792519991, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.003719670546519893}"
2024/06/27 13:24:36.861418396,"{'x': -0.08011908291567126, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0033329714925178777}"
2024/06/27 13:24:36.919604152,"{'x': -0.07914569036940888, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0031467989799400797}"
2024/06/27 13:24:36.971236258,"{'x': -0.07947195882246746, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.003370187330156149}"
2024/06/27 13:24:37.25053645,"{'x': -0.07809893865396365, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.004437272793019531}"
2024/06/27 13:24:37.80743106,"{'x': -0.0779042503437906, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0044769911920710115}"
2024/06/27 13:24:37.140764079,"{'x': -0.07587487888002122, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.006476082821507134}"
2024/06/27 13:24:37.192980486,"{'x': -0.07644322116440964, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.005795262984176652}"
2024/06/27 13:24:37.246464534,"{'x': -0.07460139795679628, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.007069708941183528}"
2024/06/27 13:24:37.298566475,"{'x': -0.07438462677344274, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.00730234976366706}"
2024/06/27 13:24:37.356399041,"{'x': -0.07255363387310125, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01027398591577633}"
2024/06/27 13:24:37.404718707,"{'x': -0.07219369415433005, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.009802073480390305}"
2024/06/27 13:24:37.467854219,"{'x': -0.0695153405772926, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01125241640376995}"
2024/06/27 13:24:37.519941831,"{'x': -0.0694532383480493, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.011628276257556358}"
2024/06/27 13:24:37.576383596,"{'x': -0.06726624771725946, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01463641861446252}"
2024/06/27 13:24:37.641589082,"{'x': -0.06733499733248091, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01302196374311837}"
2024/06/27 13:24:37.688229870,"{'x': -0.06546180548079157, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.015599851042323643}"
2024/06/27 13:24:37.741824560,"{'x': -0.0652976279950055, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.014159148128621624}"
2024/06/27 13:24:37.795993822,"{'x': -0.06379314764456695, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0183427968524974}"
2024/06/27 13:24:37.862277912,"{'x': -0.06174568389272663, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01928417652263459}"
2024/06/27 13:24:37.916389896,"{'x': -0.062093938660103445, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.018471597828963127}"
2024/06/27 13:24:37.969455458,"{'x': -0.06000572507837928, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01891829029117087}"
2024/06/27 13:24:38.18445709,"{'x': -0.06052362236093471, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01624278247235722}"
2024/06/27 13:24:38.81689552,"{'x': -0.058682317611162285, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.016192131663744114}"
2024/06/27 13:24:38.136615177,"{'x': -0.05880175776367922, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.016042931119560677}"
2024/06/27 13:24:38.188964549,"{'x': -0.05733774691533771, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.017861208261525263}"
2024/06/27 13:24:38.252780011,"{'x': -0.056959325392833694, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.016312929066740978}"
2024/06/27 13:24:38.314448335,"{'x': -0.05520724800948538, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.017624363018486022}"
2024/06/27 13:24:38.367289490,"{'x': -0.05549222249265508, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.017547008715696144}"
2024/06/27 13:24:38.418135313,"{'x': -0.054911468681270934, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.019216004814883725}"
2024/06/27 13:24:38.484160567,"{'x': -0.05416242824929163, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.015952247668358233}"
2024/06/27 13:24:38.534153538,"{'x': -0.0546792174037842, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0163405881569183}"
2024/06/27 13:24:38.589882412,"{'x': -0.054042457689352896, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01625168453418624}"
2024/06/27 13:24:38.648934321,"{'x': -0.05488903454475562, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01479112197546062}"
2024/06/27 13:24:38.713091624,"{'x': -0.05428072981675679, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.014711634908935345}"
2024/06/27 13:24:38.767676312,"{'x': -0.055161743971919676, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.013397053093020084}"
2024/06/27 13:24:38.817560822,"{'x': -0.0546771857508091, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01274701603865136}"
2024/06/27 13:24:38.872705120,"{'x': -0.05565623444527552, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.012282460302130538}"
2024/06/27 13:24:38.923998193,"{'x': -0.056197739235047596, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.010661591661407677}"
2024/06/27 13:24:38.977179994,"{'x': -0.05655227985761358, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.011002831877521047}"
2024/06/27 13:24:39.30090011,"{'x': -0.05753600422937001, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.009353426283337463}"
2024/06/27 13:24:39.92792543,"{'x': -0.06105403281566645, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26862678547944263}"
2024/06/27 13:24:39.149559927,"{'x': -0.05214683275947101, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.036183614281346976}"
2024/06/27 13:24:39.201738601,"{'x': -0.06203189051497828, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.044591999643465385}"
2024/06/27 13:24:39.252041688,"{'x': -0.05459877960515169, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05048088646161819}"
2024/06/27 13:24:39.308375919,"{'x': -0.06538309010427017, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03881246227673163}"
2024/06/27 13:24:39.357479298,"{'x': -0.058437035104065546, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.04341419320422624}"
2024/06/27 13:24:39.423443167,"{'x': -0.0718415899841771, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03147542136508896}"
2024/06/27 13:24:39.483883342,"{'x': -0.09131930283174064, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.012008738396311003}"
2024/06/27 13:24:39.535968449,"{'x': -0.07908971386367777, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.026469143398529127}"
2024/06/27 13:24:39.587207139,"{'x': -0.09744299216860233, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.012973811719494854}"
2024/06/27 13:24:39.640402555,"{'x': -0.08717727352674777, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.020797477589355573}"
2024/06/27 13:24:39.704592602,"{'x': -0.10725806949444797, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.013160722577197248}"
2024/06/27 13:24:39.758019895,"{'x': -0.09764501448922068, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.02254454416741325}"
2024/06/27 13:24:39.811171665,"{'x': -0.11618708725720776, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01625868421320753}"
2024/06/27 13:24:39.864405940,"{'x': -0.1261054335938167, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.013460112785243616}"
2024/06/27 13:24:39.930696320,"{'x': -0.12990398766490419, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.023830231790276102}"
2024/06/27 13:24:39.983972468,"{'x': -0.13758042560877498, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.023895392598504372}"
2024/06/27 13:24:40.34021107,"{'x': -0.1402324381059435, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.034542058361890504}"
2024/06/27 13:24:40.86758019,"{'x': -0.15141957775760254, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03730922523228486}"
2024/06/27 13:24:40.140094716,"{'x': -0.15275745732649285, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05054081348584205}"
2024/06/27 13:24:40.192573057,"{'x': -0.14837167528983805, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.056528712228356426}"
2024/06/27 13:24:40.247179766,"{'x': -0.16143474697907031, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.066498520108766}"
2024/06/27 13:24:40.309587688,"{'x': -0.17500660824441366, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.06816212312308334}"
2024/06/27 13:24:40.365634150,"{'x': -0.17029824855812434, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.08163385310812021}"
2024/06/27 13:24:40.417370204,"{'x': -0.1878134097097833, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09247513556249043}"
2024/06/27 13:24:40.468304666,"{'x': -0.18016546867077973, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09682506531668}"
2024/06/27 13:24:40.522241767,"{'x': -0.19606601304638654, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1078973351457222}"
2024/06/27 13:24:40.575025548,"{'x': -0.18835852656019114, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09836520542125538}"
2024/06/27 13:24:40.632858972,"{'x': -0.21059110152502714, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.12567075411704742}"
2024/06/27 13:24:40.682071485,"{'x': -0.19496802399662372, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.11021062803771464}"
2024/06/27 13:24:40.737224087,"{'x': -0.21660539588272468, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.13855976200404552}"
2024/06/27 13:24:40.796909949,"{'x': -0.2215511414738284, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1427095434018435}"
2024/06/27 13:24:40.848634754,"{'x': -0.22199034958994115, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.14398621738707096}"
2024/06/27 13:24:40.905144434,"{'x': -0.22365627010484246, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1298456045152152}"
2024/06/27 13:24:40.955578648,"{'x': -0.2260001773834397, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.14419278654536605}"
2024/06/27 13:24:41.8618075,"{'x': -0.22620466213677207, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.12896516179221607}"
2024/06/27 13:24:41.62041511,"{'x': -0.22852838567407102, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.14234839770861996}"
2024/06/27 13:24:41.119749714,"{'x': -0.2254965481365105, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.12475187433653634}"
2024/06/27 13:24:41.171391741,"{'x': -0.22661999934213048, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.13293883990834665}"
2024/06/27 13:24:41.234068959,"{'x': -0.2240644370824015, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.11508462089340021}"
2024/06/27 13:24:41.283940172,"{'x': -0.22152104496397385, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.11783206405085167}"
2024/06/27 13:24:41.335512091,"{'x': -0.2195454258532164, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.11139986198328611}"
2024/06/27 13:24:41.388267389,"{'x': -0.2156322609888264, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10085451039255933}"
2024/06/27 13:24:41.441817145,"{'x': -0.21301467256764076, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09469873783341942}"
2024/06/27 13:24:41.494647904,"{'x': -0.20811423949387775, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.07783338861394018}"
2024/06/27 13:24:41.557461756,"{'x': -0.20655583723121376, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.08064103223047603}"
2024/06/27 13:24:41.610816564,"{'x': -0.20142845960340447, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.07232347371001069}"
2024/06/27 13:24:41.662569546,"{'x': -0.20085740996236573, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.06754378421729701}"
2024/06/27 13:24:41.724533048,"{'x': -0.1905094531429334, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05571847194649049}"
2024/06/27 13:24:41.778288317,"{'x': -0.19459698423003052, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.057318600335126035}"
2024/06/27 13:24:41.831709821,"{'x': -0.18806215367327486, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03913892491955551}"
2024/06/27 13:24:41.897094744,"{'x': -0.1785866659722962, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03495062732509968}"
2024/06/27 13:24:41.952643306,"{'x': -0.17686312571076118, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.02732718795867406}"
2024/06/27 13:24:42.2049880,"{'x': -0.17265368060769165, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.023446456421540418}"
2024/06/27 13:24:42.55324148,"{'x': -0.16605625801656326, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.014912070916166087}"
2024/06/27 13:24:42.108829506,"{'x': -0.15546845550506092, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.004439485522869546}"
2024/06/27 13:24:42.170783615,"{'x': -0.11358363534012453, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.030243035520889}"
2024/06/27 13:24:42.225512378,"{'x': -0.11316026056312424, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.9734757367336089}"
2024/06/27 13:24:42.276625947,"{'x': -0.10676337541684482, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.00657250418565436}"
2024/06/27 13:24:42.338238135,"{'x': -0.11015062095456099, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.135795919617828}"
2024/06/27 13:24:42.391256702,"{'x': -0.10612834263951179, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.13652546731270387}"
2024/06/27 13:24:42.444596818,"{'x': -0.11214882812108896, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.12605631032089804}"
2024/06/27 13:24:42.501584579,"{'x': -0.08387848810606967, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09323359111088791}"
2024/06/27 13:24:42.565065905,"{'x': -0.08598859353542677, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05258713017401018}"
2024/06/27 13:24:42.620303627,"{'x': -0.08503128087892736, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.04797756219486171}"
