time,header,pose
2024/06/27 13:19:36.570245453,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749111296569113, 'y': -21.699987923560766, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.01536290545070652, 'w': 0.9998819836041215}}"
2024/06/27 13:19:36.622364249,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749111256652381, 'y': -21.69998780983081, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015363853055981497, 'w': 0.9998819690439839}}"
2024/06/27 13:19:36.675793634,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749111149924313, 'y': -21.6999878484958, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015365770497480034, 'w': 0.9998819395793779}}"
2024/06/27 13:19:36.737187155,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749111138503802, 'y': -21.699987894582232, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015366762274520955, 'w': 0.9998819243376682}}"
2024/06/27 13:19:36.790274427,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749111091923167, 'y': -21.69998792261332, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015367729283784604, 'w': 0.9998819094756441}}"
2024/06/27 13:19:36.843554635,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110931888703, 'y': -21.699987821261214, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015369568830736398, 'w': 0.9998818812009533}}"
2024/06/27 13:19:36.896364119,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110886675693, 'y': -21.699987796409047, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015370522717533084, 'w': 0.9998818665379374}}"
2024/06/27 13:19:36.959427430,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110782089552, 'y': -21.69998784057084, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015372432066675153, 'w': 0.9998818371849523}}"
2024/06/27 13:19:37.11435015,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110721714124, 'y': -21.699987800579823, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015373383493879074, 'w': 0.9998818225570211}}"
2024/06/27 13:19:37.63976687,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110681405109, 'y': -21.69998785756118, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015375338360788932, 'w': 0.999881792498639}}"
2024/06/27 13:19:37.116358178,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110615240923, 'y': -21.699987876344267, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015376289241989862, 'w': 0.999881777876338}}"
2024/06/27 13:19:37.169181703,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110503848807, 'y': -21.699987779779192, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015378168104422385, 'w': 0.9998817489812244}}"
2024/06/27 13:19:37.220971041,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110444509413, 'y': -21.699987904170577, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015379122699982707, 'w': 0.9998817342991014}}"
2024/06/27 13:19:37.273534224,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110329780952, 'y': -21.69998778640552, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015381016330528198, 'w': 0.9998817051714868}}"
2024/06/27 13:19:37.326430441,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110264874301, 'y': -21.69998783284279, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015381961731329339, 'w': 0.9998816906280942}}"
2024/06/27 13:19:37.391559535,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110165855638, 'y': -21.699987799563424, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015383886032138562, 'w': 0.9998816610232184}}"
2024/06/27 13:19:37.453937721,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110142885476, 'y': -21.69998778454449, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015384846477955558, 'w': 0.9998816462456193}}"
2024/06/27 13:19:37.506068988,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749110018298419, 'y': -21.699987863602296, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015386756912753331, 'w': 0.9998816168485687}}"
2024/06/27 13:19:37.557939222,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109934301417, 'y': -21.699987851630507, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.01538767077689741, 'w': 0.9998816027850806}}"
2024/06/27 13:19:37.610305135,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109873115292, 'y': -21.699987823887152, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015389631877134095, 'w': 0.999881572602819}}"
2024/06/27 13:19:37.662545580,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109843683402, 'y': -21.69998780145898, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015390583335360856, 'w': 0.99988155795804}}"
2024/06/27 13:19:37.714982028,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109759787149, 'y': -21.699987839608482, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015391507503289539, 'w': 0.9998815437324444}}"
2024/06/27 13:19:37.767792941,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109604572468, 'y': -21.699987797768024, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015393397664713785, 'w': 0.9998815146347771}}"
2024/06/27 13:19:37.831855695,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109571953507, 'y': -21.699987791402943, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.01539435775678946, 'w': 0.9998814998534856}}"
2024/06/27 13:19:37.886041786,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109527662799, 'y': -21.69998782100606, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015396291847702252, 'w': 0.9998814700739985}}"
2024/06/27 13:19:37.940437679,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109442604715, 'y': -21.699987874493456, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.01539724354191906, 'w': 0.9998814554192466}}"
2024/06/27 13:19:37.993352068,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109369613844, 'y': -21.6999876893474, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015399141133948132, 'w': 0.9998814261962949}}"
2024/06/27 13:19:38.46814340,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109286021745, 'y': -21.699987820076245, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015400094418249416, 'w': 0.9998814115143401}}"
2024/06/27 13:19:38.108248017,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109133965876, 'y': -21.699987782709883, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015401966418228184, 'w': 0.9998813826801916}}"
2024/06/27 13:19:38.161117619,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109108452903, 'y': -21.699987767646572, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015402920487410482, 'w': 0.9998813679834516}}"
2024/06/27 13:19:38.213574279,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749109025547851, 'y': -21.699987806121307, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015404855100177773, 'w': 0.9998813381793574}}"
2024/06/27 13:19:38.265515168,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.74910899704786, 'y': -21.6999877599779, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.01540582313654446, 'w': 0.999881323264659}}"
2024/06/27 13:19:38.317632225,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.74910889459652, 'y': -21.699987810699675, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015407720827246304, 'w': 0.9998812940239005}}"
2024/06/27 13:19:38.370318820,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108772245009, 'y': -21.69998783459902, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015408643479882803, 'w': 0.9998812798058127}}"
2024/06/27 13:19:38.423748548,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108735406569, 'y': -21.69998780480261, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015409589691719594, 'w': 0.9998812652237928}}"
2024/06/27 13:19:38.497927786,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108688189464, 'y': -21.69998776034205, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015411534294921179, 'w': 0.9998812352528057}}"
2024/06/27 13:19:38.550881181,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108542296005, 'y': -21.699987794091523, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015413429747934195, 'w': 0.9998812060356997}}"
2024/06/27 13:19:38.605411495,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108502307541, 'y': -21.699987782391435, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015414362531263314, 'w': 0.9998811916561661}}"
2024/06/27 13:19:38.658510803,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108369818478, 'y': -21.69998775976614, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015416259881903848, 'w': 0.9998811624044397}}"
2024/06/27 13:19:38.709918119,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108363078329, 'y': -21.699987780427463, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015417257989368131, 'w': 0.9998811470150286}}"
2024/06/27 13:19:38.763974916,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108317867481, 'y': -21.699987801236496, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015418211942057326, 'w': 0.9998811323054905}}"
2024/06/27 13:19:38.816726972,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.7491081770607595, 'y': -21.699987724576562, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015420081669187284, 'w': 0.9998811034724656}}"
2024/06/27 13:19:38.869932941,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108123738738, 'y': -21.699987694737775, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015421027281594219, 'w': 0.999881088888864}}"
2024/06/27 13:19:38.921673879,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108001937833, 'y': -21.699987813462673, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.0154229320556213, 'w': 0.9998810595099837}}"
2024/06/27 13:19:38.974956475,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749108018632017, 'y': -21.69998783281893, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015423937810278803, 'w': 0.9998810439959469}}"
2024/06/27 13:19:39.37430658,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.74910787262484, 'y': -21.69998769943026, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015425806242512012, 'w': 0.9998810151721896}}"
2024/06/27 13:19:39.90139330,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749107811129812, 'y': -21.699987685306038, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015426746990610462, 'w': 0.9998810006582222}}"
2024/06/27 13:19:39.143274227,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749107720905834, 'y': -21.699987816518682, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015428655015423858, 'w': 0.9998809712182821}}"
2024/06/27 13:19:39.195379127,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.74910769097596, 'y': -21.699987814630344, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.01542965501758083, 'w': 0.9998809557872569}}"
2024/06/27 13:19:39.247408410,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749107565633126, 'y': -21.69998768870898, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015431550171880404, 'w': 0.999880926540402}}"
2024/06/27 13:19:39.300306048,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.7491075365618425, 'y': -21.69998775473115, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015432499311188104, 'w': 0.9998809118915163}}"
2024/06/27 13:19:39.362935537,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749107408066565, 'y': -21.699987808152024, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015434390763998494, 'w': 0.9998808826964061}}"
2024/06/27 13:19:39.415640068,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749107339747972, 'y': -21.699987709394996, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015435338126780808, 'w': 0.9998808680722479}}"
2024/06/27 13:19:39.470231271,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749107307214924, 'y': -21.69998768117651, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015436297809313953, 'w': 0.9998808532569979}}"
2024/06/27 13:19:39.555352040,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.749107204658219, 'y': -21.69998775195529, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015438219328225844, 'w': 0.9998808235904785}}"
2024/06/27 13:19:39.606834952,"{'stamp': {'secs': 0, 'nsecs': 0}, 'frame_id': 'map'}","{'position': {'x': -7.7491071407378715, 'y': -21.699987790551056, 'z': 0.0}, 'orientation': {'x': 0.0, 'y': 0.0, 'z': 0.015439172855828659, 'w': 0.9998808088675009}}"
