time,linear,angular
2024/06/27 13:24:32.113637301,"{'x': 0.9413071402936772, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.006804527615640765}"
2024/06/27 13:24:32.166726337,"{'x': 0.9217524127496559, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.01365927304459813}"
2024/06/27 13:24:32.229687794,"{'x': 0.9213831140115687, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.024773938185318478}"
2024/06/27 13:24:32.291454847,"{'x': 0.9019882919485732, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.011621174721900829}"
2024/06/27 13:24:32.345820461,"{'x': 0.9037876968547947, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.021716947843483325}"
2024/06/27 13:24:32.395818073,"{'x': 0.8855459178546319, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.040695189366735995}"
2024/06/27 13:24:32.451046800,"{'x': 0.8883729603574255, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.020778412974188143}"
2024/06/27 13:24:32.523070058,"{'x': 0.870295970082612, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.047046773491041805}"
2024/06/27 13:24:32.590791027,"{'x': 0.8711402503863881, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.08400249143080973}"
2024/06/27 13:24:32.642678203,"{'x': 0.8546232673930618, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.12268399847149869}"
2024/06/27 13:24:32.707925567,"{'x': 0.8529824374231249, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09508111267691266}"
2024/06/27 13:24:32.773283150,"{'x': 0.835012605929299, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.13185926804679582}"
2024/06/27 13:24:32.836459334,"{'x': 0.832253183296263, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.15415280397496023}"
2024/06/27 13:24:32.889584157,"{'x': 0.818103041510824, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1386120445075365}"
2024/06/27 13:24:32.950388076,"{'x': 0.8147933683719917, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10029698347080895}"
2024/06/27 13:24:33.4938431,"{'x': 0.799422741584272, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10162686109943486}"
2024/06/27 13:24:33.65744977,"{'x': 0.7830607096049392, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10232621515595852}"
2024/06/27 13:24:33.117352291,"{'x': 0.7745452675426024, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10269897204346812}"
2024/06/27 13:24:33.179708731,"{'x': 0.7563595117653175, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10154271626107914}"
2024/06/27 13:24:33.245717462,"{'x': 0.7591762425632165, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09861180558412119}"
2024/06/27 13:24:33.310355944,"{'x': 0.7443987007820675, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.09300257490815156}"
2024/06/27 13:24:33.372133934,"{'x': 0.7571277075722014, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0851902940923992}"
2024/06/27 13:24:33.432896568,"{'x': 0.7430480703453487, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.07747866042319451}"
2024/06/27 13:24:33.486347683,"{'x': 0.7440110567037628, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.04187649037297092}"
2024/06/27 13:24:33.548887938,"{'x': 0.7293158872409965, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.04153986416795963}"
2024/06/27 13:24:33.613839085,"{'x': 0.7284141339469631, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.04181105440230404}"
2024/06/27 13:24:33.667148517,"{'x': 0.7143438505091043, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.06681040694253682}"
2024/06/27 13:24:33.720684167,"{'x': 0.7141367694604436, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0624248705780337}"
2024/06/27 13:24:33.773793747,"{'x': 0.6998826481314092, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05414945311234742}"
2024/06/27 13:24:33.839633029,"{'x': 0.6983224703168667, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.046549231332353}"
2024/06/27 13:24:33.891639777,"{'x': 0.6853116004758177, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.034019189274249406}"
2024/06/27 13:24:33.945661663,"{'x': 0.6852860566972702, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.0255268745767383}"
2024/06/27 13:24:34.7423646,"{'x': 0.6706083009579843, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.010286054422622648}"
2024/06/27 13:24:34.57770900,"{'x': 0.671743251318677, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0007884766147085998}"
2024/06/27 13:24:34.111772253,"{'x': 0.6603038056462316, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.005846547245227818}"
2024/06/27 13:24:34.163955799,"{'x': 0.6605352589903432, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03316886542147657}"
2024/06/27 13:24:34.216016148,"{'x': 0.648603174838311, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04619869891875705}"
2024/06/27 13:24:34.281527909,"{'x': 0.6368446318144408, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07784319660913841}"
2024/06/27 13:24:34.334241162,"{'x': 0.6403441779413054, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.13542962953503412}"
2024/06/27 13:24:34.402370670,"{'x': 0.6325616084912853, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15457309024562083}"
2024/06/27 13:24:34.453192527,"{'x': 0.6318981347327224, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1428361806898515}"
2024/06/27 13:24:34.506495873,"{'x': 0.6150851265677678, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.12803462381093045}"
2024/06/27 13:24:34.559010790,"{'x': 0.6266997018182044, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.12422199319485117}"
2024/06/27 13:24:34.612254937,"{'x': 0.615291973264437, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.12312558949651731}"
2024/06/27 13:24:34.675455478,"{'x': 0.6143956253113907, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.10433985824423431}"
2024/06/27 13:24:34.727581182,"{'x': 0.6046439003991138, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.11518253468075645}"
2024/06/27 13:24:34.788334707,"{'x': 0.6020601068349225, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.09417026301415365}"
2024/06/27 13:24:34.840100967,"{'x': 0.5927380765009898, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.09743264510202376}"
2024/06/27 13:24:34.893856910,"{'x': 0.5927320459242365, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08377917164227355}"
2024/06/27 13:24:34.957879566,"{'x': 0.5774856406999406, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08238722615041105}"
2024/06/27 13:24:35.21363413,"{'x': 0.5808125237220391, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.09790196449792976}"
2024/06/27 13:24:35.71981704,"{'x': 0.5697228861501511, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08829551731597274}"
2024/06/27 13:24:35.127183947,"{'x': 0.5697507128756178, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06758359522749657}"
2024/06/27 13:24:35.178470042,"{'x': 0.5597190224429811, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07474968372212132}"
2024/06/27 13:24:35.231149051,"{'x': 0.5584727757534642, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06790201479557911}"
2024/06/27 13:24:35.295018913,"{'x': 0.5459725268799978, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05878558339202922}"
2024/06/27 13:24:35.347841852,"{'x': 0.5461830067550207, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0504047469073603}"
2024/06/27 13:24:35.402647474,"{'x': 0.5556293737313093, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04751963691116412}"
2024/06/27 13:24:35.466577189,"{'x': 0.5206868018590954, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05912485619395369}"
2024/06/27 13:24:35.519026144,"{'x': 0.5455711760071286, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05418649589575075}"
2024/06/27 13:24:35.570038998,"{'x': 0.5355983662246787, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.042285507250850785}"
2024/06/27 13:24:35.623057149,"{'x': 0.5354458181135908, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.043037088913559174}"
2024/06/27 13:24:35.675743635,"{'x': 0.5257363874319735, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04065857032922349}"
2024/06/27 13:24:35.729494519,"{'x': 0.5251999273833968, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04155053266352837}"
2024/06/27 13:24:35.780848142,"{'x': 0.5160911571597758, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.039642215810122394}"
2024/06/27 13:24:35.845697495,"{'x': 0.5133165732262819, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03435443727666865}"
2024/06/27 13:24:35.896315761,"{'x': 0.502022612803415, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02667920158190995}"
2024/06/27 13:24:35.948901349,"{'x': 0.5016073443173491, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.026243914673639956}"
2024/06/27 13:24:36.24787718,"{'x': 0.5029499305426103, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.025364283142882194}"
2024/06/27 13:24:36.100526455,"{'x': 0.4907068850847969, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03892325734041524}"
2024/06/27 13:24:36.176826671,"{'x': 0.516709436612618, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.012002087456703947}"
2024/06/27 13:24:36.231489867,"{'x': 0.4815006247197403, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03058678975934459}"
2024/06/27 13:24:36.283287241,"{'x': 0.5075848259087145, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.020739209273975767}"
2024/06/27 13:24:36.336438914,"{'x': 0.4968041196415149, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03553230146415398}"
2024/06/27 13:24:36.398526470,"{'x': 0.4956882699740369, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03569181163042767}"
2024/06/27 13:24:36.451535358,"{'x': 0.4863158954460229, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.061397967026391775}"
2024/06/27 13:24:36.504748520,"{'x': 0.48554039692118217, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07639509248039911}"
2024/06/27 13:24:36.558595195,"{'x': 0.47482220830810273, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08660091659987668}"
2024/06/27 13:24:36.609800202,"{'x': 0.4754911203555764, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.09961687986474743}"
2024/06/27 13:24:36.674548447,"{'x': 0.4623766404290393, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1093009949678585}"
2024/06/27 13:24:36.738751095,"{'x': 0.4602214346270211, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.11606980635489439}"
2024/06/27 13:24:36.802723616,"{'x': 0.4491507068199653, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.11979283325103829}"
2024/06/27 13:24:36.855055705,"{'x': 0.45281763480066806, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1290193187097275}"
2024/06/27 13:24:36.917421631,"{'x': 0.44124919615166575, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.12668873796280167}"
2024/06/27 13:24:36.969374054,"{'x': 0.44532640101847004, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14786961056558834}"
2024/06/27 13:24:37.22074046,"{'x': 0.4306889459299194, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1429109367420942}"
2024/06/27 13:24:37.75390791,"{'x': 0.42241497325163596, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14824244906663164}"
2024/06/27 13:24:37.141101856,"{'x': 0.41375117577421766, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15514065115986675}"
2024/06/27 13:24:37.190608943,"{'x': 0.41476120470555083, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15549232404859747}"
2024/06/27 13:24:37.243674796,"{'x': 0.405555322540984, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1544266376872283}"
2024/06/27 13:24:37.298315076,"{'x': 0.39751914912196157, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15221813500567816}"
2024/06/27 13:24:37.350052025,"{'x': 0.39641099772870636, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14916279671938604}"
2024/06/27 13:24:37.403781906,"{'x': 0.38701236488809415, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14248267703844864}"
2024/06/27 13:24:37.466140768,"{'x': 0.3837892297792871, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14493801841482945}"
2024/06/27 13:24:37.518611689,"{'x': 0.37123689213712063, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.138965134036944}"
2024/06/27 13:24:37.571534712,"{'x': 0.38629480057314425, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15540711102123783}"
2024/06/27 13:24:37.634851654,"{'x': 0.3809471662265679, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15896691198893542}"
2024/06/27 13:24:37.686279194,"{'x': 0.3764891391025539, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15313708070935306}"
2024/06/27 13:24:37.741798130,"{'x': 0.3724404933684964, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.16200699097615967}"
2024/06/27 13:24:37.795598364,"{'x': 0.37320307107709266, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1803807981673371}"
2024/06/27 13:24:37.858845734,"{'x': 0.36947759042220135, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.18822232325601362}"
2024/06/27 13:24:37.912936463,"{'x': 0.3698369815240962, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.18281787779662295}"
2024/06/27 13:24:37.965816445,"{'x': 0.36654245618944087, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.19784165287537547}"
2024/06/27 13:24:38.15793728,"{'x': 0.36451937269147233, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20834719487154896}"
2024/06/27 13:24:38.78377750,"{'x': 0.3620781434793826, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21677369648171663}"
2024/06/27 13:24:38.130785090,"{'x': 0.35763377725248, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.23069205725670638}"
2024/06/27 13:24:38.183736526,"{'x': 0.35827460452016435, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22341108243428565}"
2024/06/27 13:24:38.248951768,"{'x': 0.3522819513076938, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22766801345706345}"
2024/06/27 13:24:38.310956310,"{'x': 0.35116680374222503, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25434008645830986}"
2024/06/27 13:24:38.362633339,"{'x': 0.3471929837003841, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26226616582716744}"
2024/06/27 13:24:38.415943375,"{'x': 0.37106605396088715, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.31351335744658915}"
2024/06/27 13:24:38.479052435,"{'x': 0.3529320151992156, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2985565959996368}"
2024/06/27 13:24:38.534186336,"{'x': 0.36870977445246716, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3080318890814766}"
2024/06/27 13:24:38.583963994,"{'x': 0.3671344650557742, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3124778290299224}"
2024/06/27 13:24:38.648849011,"{'x': 0.37549290154856324, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.35192167542211905}"
2024/06/27 13:24:38.709096640,"{'x': 0.37630862035510054, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3613597540098725}"
2024/06/27 13:24:38.764121197,"{'x': 0.37671515058869415, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.34702674122252564}"
2024/06/27 13:24:38.816759105,"{'x': 0.3780304558007968, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3632930641524563}"
2024/06/27 13:24:38.869615694,"{'x': 0.3787373837108125, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3534136381051587}"
2024/06/27 13:24:38.921224013,"{'x': 0.3801409331425896, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.33880853296220703}"
2024/06/27 13:24:38.974877285,"{'x': 0.38482893505596927, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.33106406850703607}"
2024/06/27 13:24:39.27548128,"{'x': 0.3871438564088732, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.33727180594033257}"
2024/06/27 13:24:39.90604266,"{'x': 0.39497171090941985, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.33019080674210155}"
2024/06/27 13:24:39.143704488,"{'x': 0.3968969115829251, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.30894865059606946}"
2024/06/27 13:24:39.196294223,"{'x': 0.4044852773426943, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3023704480257008}"
2024/06/27 13:24:39.249406711,"{'x': 0.40646907229765844, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.30395775934032176}"
2024/06/27 13:24:39.303493191,"{'x': 0.4329008727441116, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.31555767929674516}"
2024/06/27 13:24:39.354112307,"{'x': 0.43502773496496666, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2860591719265724}"
2024/06/27 13:24:39.415886492,"{'x': 0.4960523038105515, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3135796305029652}"
2024/06/27 13:24:39.480186677,"{'x': 0.4941115291982986, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3165238564266257}"
2024/06/27 13:24:39.530327675,"{'x': 0.5412698824565378, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3227209821525854}"
2024/06/27 13:24:39.586114369,"{'x': 0.5321169569750009, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.28507797255880174}"
2024/06/27 13:24:39.640547045,"{'x': 0.5770208763915615, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.28464900749810784}"
2024/06/27 13:24:39.702105223,"{'x': 0.6026010875073682, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.23962670099927674}"
2024/06/27 13:24:39.757525739,"{'x': 0.6493615864800432, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1497957551638347}"
2024/06/27 13:24:39.808758908,"{'x': 0.6376518705712636, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1486133254889488}"
2024/06/27 13:24:39.862960723,"{'x': 0.6805412043450993, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07355197267067304}"
2024/06/27 13:24:39.927172150,"{'x': 0.7142070221932927, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.03076403168757924}"
2024/06/27 13:24:39.980062501,"{'x': 0.7211987034570111, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.04808572933332744}"
2024/06/27 13:24:40.31589931,"{'x': 0.7192452661468033, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.11936633871828217}"
2024/06/27 13:24:40.84556308,"{'x': 0.7434511949095526, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.14628118565666082}"
2024/06/27 13:24:40.137876242,"{'x': 0.7813647406632643, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.2290986641984345}"
2024/06/27 13:24:40.190334838,"{'x': 0.7552168876425692, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.22350791716987928}"
2024/06/27 13:24:40.246085073,"{'x': 0.7288542217359674, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.24272734816480313}"
2024/06/27 13:24:40.307424946,"{'x': 0.730921285104274, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.28590846828092076}"
2024/06/27 13:24:40.361790481,"{'x': 0.7198867944425215, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.3221543877751296}"
2024/06/27 13:24:40.412212707,"{'x': 0.7442859725519073, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.3464605595884658}"
2024/06/27 13:24:40.466947721,"{'x': 0.7436471050803647, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.49180909005131834}"
2024/06/27 13:24:40.518839673,"{'x': 0.7253262135469077, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.40667368520459757}"
2024/06/27 13:24:40.574654138,"{'x': 0.7048981299119463, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.40168989011257583}"
2024/06/27 13:24:40.627260463,"{'x': 0.696521130758323, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.2640443201891429}"
2024/06/27 13:24:40.678990225,"{'x': 0.6687706017515254, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.336981659461312}"
2024/06/27 13:24:40.733888027,"{'x': 0.6699319473997359, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.15083451678619753}"
2024/06/27 13:24:40.793898512,"{'x': 0.6097017721622013, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.10072007108925529}"
2024/06/27 13:24:40.848539935,"{'x': 0.636243766041455, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08727505246677403}"
2024/06/27 13:24:40.899733152,"{'x': 0.556862902030355, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.17860952636684768}"
2024/06/27 13:24:40.955901242,"{'x': 0.5989516711467833, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2310331217146988}"
2024/06/27 13:24:41.6655321,"{'x': 0.516242642647656, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.05326582752333309}"
2024/06/27 13:24:41.58467560,"{'x': 0.5642606123562699, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.41136583846655217}"
2024/06/27 13:24:41.112198777,"{'x': 0.45712886802468483, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.016956622028976298}"
2024/06/27 13:24:41.165091486,"{'x': 0.4449137278257226, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1858436621067332}"
2024/06/27 13:24:41.227437303,"{'x': 0.40030766435971676, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25308058008768874}"
2024/06/27 13:24:41.280939986,"{'x': 0.3641318100508675, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06397977510409092}"
2024/06/27 13:24:41.333012045,"{'x': 0.37534835821962936, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.13103746792844806}"
