time,linear,angular
2024/06/27 13:24:25.187787102,"{'x': 1.3302713833470794, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5651626464839534}"
2024/06/27 13:24:25.237162518,"{'x': 1.3471427652065264, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5404280848428442}"
2024/06/27 13:24:25.300099429,"{'x': 1.3479310578053085, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5082878453363096}"
2024/06/27 13:24:25.353567156,"{'x': 1.3646783752522411, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.47297180494175706}"
2024/06/27 13:24:25.406831434,"{'x': 1.3609434725430443, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.46126398450302464}"
2024/06/27 13:24:25.459802625,"{'x': 1.3764069391222247, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.44168542774268715}"
2024/06/27 13:24:25.515943325,"{'x': 1.3775161807116556, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.40329450706194425}"
2024/06/27 13:24:25.569302778,"{'x': 1.3934014558867793, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3811960997837529}"
2024/06/27 13:24:25.619385731,"{'x': 1.396109286140875, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.34272775117235454}"
2024/06/27 13:24:25.681904348,"{'x': 1.405629683407345, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3318151041563766}"
2024/06/27 13:24:25.738501919,"{'x': 1.414786848741169, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2974389430407385}"
2024/06/27 13:24:25.801232932,"{'x': 1.4203752142735722, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2825874703435298}"
2024/06/27 13:24:25.853213899,"{'x': 1.4275323972262393, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25282196738967855}"
2024/06/27 13:24:25.918818607,"{'x': 1.432542921516447, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.237116888562384}"
2024/06/27 13:24:25.976635340,"{'x': 1.4432442789217919, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20327893285736387}"
2024/06/27 13:24:26.29208513,"{'x': 1.4420604266644688, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.18796517207622632}"
2024/06/27 13:24:26.85497640,"{'x': 1.452111727411555, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.17601560504542135}"
2024/06/27 13:24:26.146778934,"{'x': 1.4519188603356972, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1610471040235204}"
2024/06/27 13:24:26.198949269,"{'x': 1.459374712713332, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14883958102213324}"
2024/06/27 13:24:26.252460402,"{'x': 1.459227359174192, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14267025694109403}"
2024/06/27 13:24:26.314514993,"{'x': 1.4652160270654861, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.13312652557884164}"
2024/06/27 13:24:26.370848034,"{'x': 1.4647498189866164, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.12647346907629942}"
2024/06/27 13:24:26.420476376,"{'x': 1.469883129809922, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.119802164519907}"
2024/06/27 13:24:26.474052693,"{'x': 1.4698301058040832, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.10394648560979736}"
2024/06/27 13:24:26.536722499,"{'x': 1.4744074495080859, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08557899476067465}"
2024/06/27 13:24:26.592772595,"{'x': 1.4777771955002705, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.10179936842497472}"
2024/06/27 13:24:26.654043814,"{'x': 1.4788958856773207, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.10969159987223431}"
2024/06/27 13:24:26.707503603,"{'x': 1.475520613164403, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.08150139264138723}"
2024/06/27 13:24:26.759107160,"{'x': 1.47673042583994, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.07984409700348127}"
2024/06/27 13:24:26.815416309,"{'x': 1.46626657611121, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.28147039497243753}"
2024/06/27 13:24:26.868334291,"{'x': 1.4679309039398758, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.23022998028344066}"
2024/06/27 13:24:26.922558909,"{'x': 1.4720292717429817, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1882771944269921}"
2024/06/27 13:24:26.981476481,"{'x': 1.4722374186403446, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21741166255734345}"
2024/06/27 13:24:27.34546661,"{'x': 1.474495174710628, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22775482903004995}"
2024/06/27 13:24:27.87760862,"{'x': 1.475745500700285, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.23949545211400558}"
2024/06/27 13:24:27.154168604,"{'x': 1.4789417623064742, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.24756501022688226}"
2024/06/27 13:24:27.216551338,"{'x': 1.4792701736405283, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25044767126820133}"
2024/06/27 13:24:27.268894909,"{'x': 1.4820084610860937, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25240389488623194}"
2024/06/27 13:24:27.323424494,"{'x': 1.4855352272867561, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25452833771062}"
2024/06/27 13:24:27.388304369,"{'x': 1.4929213832612063, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2547865991808145}"
2024/06/27 13:24:27.440551643,"{'x': 1.5039995439945497, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.253767406141459}"
2024/06/27 13:24:27.507531759,"{'x': 1.5154761437316768, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25582600891669216}"
2024/06/27 13:24:27.557241049,"{'x': 1.5046690903316542, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2538316962384828}"
2024/06/27 13:24:27.613591423,"{'x': 1.5217507124113834, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2535261970292675}"
2024/06/27 13:24:27.665171849,"{'x': 1.5153555841980892, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.24693916844146369}"
2024/06/27 13:24:27.728952913,"{'x': 1.5269827167704015, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2429331639727801}"
2024/06/27 13:24:27.781793598,"{'x': 1.5285858444080451, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2323356857129948}"
2024/06/27 13:24:27.837459255,"{'x': 1.5232664257342527, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22634738536858645}"
2024/06/27 13:24:27.886925883,"{'x': 1.5245755432575427, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21425805892091}"
2024/06/27 13:24:27.939903829,"{'x': 1.526353573461495, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20766819524377045}"
2024/06/27 13:24:28.5200826,"{'x': 1.5352779098979343, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1949943073795044}"
2024/06/27 13:24:28.59780611,"{'x': 1.5186877075647156, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1878838346539693}"
2024/06/27 13:24:28.110341517,"{'x': 1.5290012997213334, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.180651590402789}"
2024/06/27 13:24:28.163611752,"{'x': 1.514228296274874, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.16526870249408443}"
2024/06/27 13:24:28.215689504,"{'x': 1.5244931526926464, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15374523732269463}"
2024/06/27 13:24:28.270499625,"{'x': 1.5144790596462745, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1381805829552869}"
2024/06/27 13:24:28.335717655,"{'x': 1.5324096493115213, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.129777775652979}"
2024/06/27 13:24:28.386576338,"{'x': 1.5114173460003058, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.11519452144017439}"
2024/06/27 13:24:28.439160633,"{'x': 1.5270619460626642, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.10838832218147942}"
2024/06/27 13:24:28.492929468,"{'x': 1.5097607024090587, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.09344555962294976}"
2024/06/27 13:24:28.545856989,"{'x': 1.5247408942602036, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08659894253702571}"
2024/06/27 13:24:28.599286472,"{'x': 1.518317532262811, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07284854525760665}"
2024/06/27 13:24:28.654036425,"{'x': 1.519987603377284, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06566057063142239}"
2024/06/27 13:24:28.705301128,"{'x': 1.5156144609831628, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05249704014920731}"
2024/06/27 13:24:28.767114790,"{'x': 1.5100620096615078, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.036839485378654224}"
2024/06/27 13:24:28.820486683,"{'x': 1.5168006233709739, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03384882360401953}"
2024/06/27 13:24:28.872583336,"{'x': 1.5120657150748318, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.042659099327102545}"
2024/06/27 13:24:28.925398431,"{'x': 1.5091440852867528, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.025749094677231632}"
2024/06/27 13:24:28.976473561,"{'x': 1.5067199060388998, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.02659631450327815}"
2024/06/27 13:24:29.31510147,"{'x': 1.5070977689274967, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.019847739980823675}"
2024/06/27 13:24:29.92756929,"{'x': 1.5045882124964056, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.01581703800557488}"
2024/06/27 13:24:29.145753428,"{'x': 1.5050938286767988, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.011555354945617324}"
2024/06/27 13:24:29.208583899,"{'x': 1.509116255093799, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.040357914492156866}"
2024/06/27 13:24:29.260340112,"{'x': 1.5019930506006731, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.13784282828304661}"
2024/06/27 13:24:29.323301081,"{'x': 1.4986829152367023, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.1215098238163641}"
2024/06/27 13:24:29.376058914,"{'x': 1.4880154029517607, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.18250288843773443}"
2024/06/27 13:24:29.428468650,"{'x': 1.4838497204020913, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03110998166334511}"
2024/06/27 13:24:29.495244014,"{'x': 1.488320178024182, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.040222152723766946}"
2024/06/27 13:24:29.545883542,"{'x': 1.4718372258099912, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.039273607437726454}"
2024/06/27 13:24:29.610608607,"{'x': 1.4587087234243679, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06976601990309383}"
2024/06/27 13:24:29.674814085,"{'x': 1.4325084481189319, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07155723886930687}"
2024/06/27 13:24:29.736195768,"{'x': 1.434505746746606, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0696947408459998}"
2024/06/27 13:24:29.814595783,"{'x': 1.4095494492928424, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07000049894307736}"
2024/06/27 13:24:29.899086827,"{'x': 1.4072029471193965, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06818608788562219}"
2024/06/27 13:24:29.975224242,"{'x': 1.3868156576552868, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07081909935993469}"
2024/06/27 13:24:30.52424736,"{'x': 1.3817869411864245, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06770965080463576}"
2024/06/27 13:24:30.128613143,"{'x': 1.3524272700368387, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0686922804751191}"
2024/06/27 13:24:30.180348595,"{'x': 1.3691334955216727, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06427533964240517}"
2024/06/27 13:24:30.234388656,"{'x': 1.3352048860729153, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06844015872622222}"
2024/06/27 13:24:30.287299118,"{'x': 1.3446045334228083, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06090575679562704}"
2024/06/27 13:24:30.350891227,"{'x': 1.3082755858542594, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06599686801868643}"
2024/06/27 13:24:30.403451672,"{'x': 1.3199481345881097, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06073447195971493}"
2024/06/27 13:24:30.455521223,"{'x': 1.2768927212078147, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06766523699036053}"
2024/06/27 13:24:30.509491787,"{'x': 1.2660115508817449, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06508644045785417}"
2024/06/27 13:24:30.561076418,"{'x': 1.2515914201537164, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06590919241526727}"
2024/06/27 13:24:30.625040867,"{'x': 1.2278266251746162, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06545012661410432}"
2024/06/27 13:24:30.678063400,"{'x': 1.2288686005576273, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06429998460659458}"
2024/06/27 13:24:30.733178978,"{'x': 1.2074335953288995, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06329455434300968}"
2024/06/27 13:24:30.793347587,"{'x': 1.2044854314287996, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06256003879846439}"
2024/06/27 13:24:30.847759515,"{'x': 1.1718083606260312, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06380290484442686}"
2024/06/27 13:24:30.900092045,"{'x': 1.1825574180498877, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06106846451009584}"
2024/06/27 13:24:30.953706705,"{'x': 1.162855516588194, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06081037649539223}"
2024/06/27 13:24:31.6589255,"{'x': 1.1618478050127867, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.059297992332496996}"
2024/06/27 13:24:31.56851509,"{'x': 1.1427715012137583, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05640641195785623}"
2024/06/27 13:24:31.109801252,"{'x': 1.1404267369877026, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.047273986029733095}"
2024/06/27 13:24:31.174727258,"{'x': 1.1176910636100454, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04332349302441152}"
2024/06/27 13:24:31.226421079,"{'x': 1.1269890357661956, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05070806520481508}"
2024/06/27 13:24:31.280666320,"{'x': 1.099256613519641, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03836151382724928}"
2024/06/27 13:24:31.330236653,"{'x': 1.1072349104928618, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.029954077890417707}"
2024/06/27 13:24:31.383828405,"{'x': 1.077303075361976, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.045941975656941025}"
2024/06/27 13:24:31.448439512,"{'x': 1.0553475660810678, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04460844582152923}"
2024/06/27 13:24:31.500223946,"{'x': 1.0543395611539157, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0300074040442313}"
2024/06/27 13:24:31.553911657,"{'x': 1.0350225040183787, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.030769163085966333}"
2024/06/27 13:24:31.607292255,"{'x': 1.0351921944007092, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.01550986238938279}"
2024/06/27 13:24:31.660051606,"{'x': 1.0165589836203044, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.018187175031589398}"
2024/06/27 13:24:31.711267700,"{'x': 1.0151366537525515, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.033528137215055764}"
2024/06/27 13:24:31.777127443,"{'x': 0.9980538701760362, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.008260271272208186}"
2024/06/27 13:24:31.837072041,"{'x': 0.9818526728658477, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.026548353712807504}"
2024/06/27 13:24:31.889097738,"{'x': 0.9818045293466067, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0129698251036654}"
2024/06/27 13:24:31.953630689,"{'x': 0.960003936843129, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.021278832979005458}"
2024/06/27 13:24:32.5128817,"{'x': 0.9633154521143146, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.008562760260784508}"
2024/06/27 13:24:32.57938315,"{'x': 0.9414863611418132, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.012660978325429895}"
