time,linear,angular
2024/06/27 13:23:41.677676177,"{'x': 0.8677046747823601, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.0823140122019455}"
2024/06/27 13:23:41.734108948,"{'x': 0.8638459575588542, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.1119952314086712}"
2024/06/27 13:23:41.795332945,"{'x': 0.8607577653647671, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.125064187187844}"
2024/06/27 13:23:41.850362331,"{'x': 0.8519835438271324, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.140237522869544}"
2024/06/27 13:23:41.901487220,"{'x': 0.8484398235608857, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.1426133155907268}"
2024/06/27 13:23:41.955544957,"{'x': 0.848508278436316, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.1805660938265818}"
2024/06/27 13:23:42.19827557,"{'x': 0.8392611051508486, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.1790660294565996}"
2024/06/27 13:23:42.85743457,"{'x': 0.8452174824195217, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.1300226787789631}"
2024/06/27 13:23:42.163974573,"{'x': 0.8148965905471017, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.1257188592888463}"
2024/06/27 13:23:42.243054474,"{'x': 0.8314020501204601, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.0752851353512503}"
2024/06/27 13:23:42.323235627,"{'x': 0.8396774119964598, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 1.0082136786121287}"
2024/06/27 13:23:42.396192233,"{'x': 0.8530866772742816, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.9069871922721129}"
2024/06/27 13:23:42.475861477,"{'x': 0.8557108832491658, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.6767324638144521}"
2024/06/27 13:23:42.526353144,"{'x': 0.8724694276613326, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.5394593628889757}"
2024/06/27 13:23:42.580821640,"{'x': 0.8856594785525238, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.3578271828509516}"
2024/06/27 13:23:42.632897203,"{'x': 0.8551312409561099, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2782891657354849}"
2024/06/27 13:23:42.687556178,"{'x': 0.9052786149107774, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.13807001097999905}"
2024/06/27 13:23:42.739158175,"{'x': 0.8915794033327628, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.09576324118096657}"
2024/06/27 13:23:42.792021834,"{'x': 0.915634491481664, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.031082166077560203}"
2024/06/27 13:23:42.843474635,"{'x': 0.851086919783893, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': -0.005368655625301422}"
2024/06/27 13:23:42.907943417,"{'x': 0.9015102517675307, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.03651941275557302}"
2024/06/27 13:23:42.960947206,"{'x': 0.8419810203308878, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.023230521610534183}"
2024/06/27 13:23:43.13119339,"{'x': 0.8449121644578088, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06709581073680138}"
2024/06/27 13:23:43.65180366,"{'x': 0.8298018180523669, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07959865787511067}"
2024/06/27 13:23:43.123639681,"{'x': 0.7943925057782186, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08751716294575473}"
2024/06/27 13:23:43.175684860,"{'x': 0.8143180992091112, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07388630358807191}"
2024/06/27 13:23:43.225619933,"{'x': 0.8400260966402119, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.11128074440793245}"
2024/06/27 13:23:43.278255799,"{'x': 0.7892722777147989, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1038610245913647}"
2024/06/27 13:23:43.332119209,"{'x': 0.8183102938109765, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1294693689759212}"
2024/06/27 13:23:43.383090293,"{'x': 0.8020096377705344, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.13028906594181944}"
2024/06/27 13:23:43.440922990,"{'x': 0.8090547280371898, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.13855340456347243}"
2024/06/27 13:23:43.493197355,"{'x': 0.8106109311882758, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14389065298084347}"
2024/06/27 13:23:43.553260430,"{'x': 0.8610741152743612, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.16979726938704331}"
2024/06/27 13:23:43.606153157,"{'x': 0.8077071199071226, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.17007715714118898}"
2024/06/27 13:23:43.659080703,"{'x': 0.8652608576192761, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20735256507050792}"
2024/06/27 13:23:43.712298723,"{'x': 0.8514587671566729, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.18405795837081396}"
2024/06/27 13:23:43.777528499,"{'x': 0.85367348833328, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.19111732935592318}"
2024/06/27 13:23:43.855335750,"{'x': 0.8437760383142702, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2110206915115036}"
2024/06/27 13:23:43.931828388,"{'x': 0.8416661102023091, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21764008832371484}"
2024/06/27 13:23:44.8842379,"{'x': 0.8253114384239566, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2155872224658415}"
2024/06/27 13:23:44.84753060,"{'x': 0.8297542514517533, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2177423148000468}"
2024/06/27 13:23:44.138139866,"{'x': 0.8813071343643889, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20155187497834692}"
2024/06/27 13:23:44.192446803,"{'x': 0.8585743227219486, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.19840954532664146}"
2024/06/27 13:23:44.248973133,"{'x': 0.8749781468563592, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22006104544053784}"
2024/06/27 13:23:44.299159116,"{'x': 0.839637272622616, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21470330081752564}"
2024/06/27 13:23:44.354537152,"{'x': 0.8479061401724334, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.226142004871293}"
2024/06/27 13:23:44.408435046,"{'x': 0.7966711706107203, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2237718166998155}"
2024/06/27 13:23:44.466997584,"{'x': 0.8379695138124985, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.23486724125419212}"
2024/06/27 13:23:44.519325974,"{'x': 0.7668022012669307, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.19391286005525288}"
2024/06/27 13:23:44.571543443,"{'x': 0.8135050643285078, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20673638582469334}"
2024/06/27 13:23:44.626205551,"{'x': 0.7257830150127861, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1862048579742046}"
2024/06/27 13:23:44.677657447,"{'x': 0.7609041968867504, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.18483457315172913}"
2024/06/27 13:23:44.730983520,"{'x': 0.7089990748482093, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.18643797603450096}"
2024/06/27 13:23:44.783465288,"{'x': 0.8205231277701659, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1978657113333382}"
2024/06/27 13:23:44.836864391,"{'x': 0.8157364165118788, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2010830560581427}"
2024/06/27 13:23:44.899147243,"{'x': 0.7862252681070907, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.19698917513059921}"
2024/06/27 13:23:44.959343888,"{'x': 0.81597895466796, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.19947122734596778}"
2024/06/27 13:23:45.12693361,"{'x': 0.840314044616497, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20428235626352276}"
2024/06/27 13:23:45.64836905,"{'x': 0.8348197516662055, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2056947336392989}"
2024/06/27 13:23:45.118394369,"{'x': 0.8378613406183889, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21074320897261156}"
2024/06/27 13:23:45.182770226,"{'x': 0.8956201211473331, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22193677332577533}"
2024/06/27 13:23:45.233456430,"{'x': 0.8881042594986472, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22369037474816444}"
2024/06/27 13:23:45.287400861,"{'x': 0.9270282992207685, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21206855935678703}"
2024/06/27 13:23:45.338750525,"{'x': 0.9359419693988122, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2160426338533421}"
2024/06/27 13:23:45.391234796,"{'x': 0.9671952676018004, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22613694519473793}"
2024/06/27 13:23:45.443224677,"{'x': 0.9761060912841166, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21765207540427767}"
2024/06/27 13:23:45.495105342,"{'x': 0.9970462634082545, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.23056627360195137}"
2024/06/27 13:23:45.561334136,"{'x': 1.0411254378580321, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.24005406847384858}"
2024/06/27 13:23:45.615812172,"{'x': 1.0351794331069866, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2503386167685502}"
2024/06/27 13:23:45.668573542,"{'x': 1.082387038738152, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25313224494011255}"
2024/06/27 13:23:45.730040777,"{'x': 1.0881095940253136, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25361133784178236}"
2024/06/27 13:23:45.783396590,"{'x': 1.1390878775187203, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.24197248547125483}"
2024/06/27 13:23:45.837582720,"{'x': 1.13570191629747, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21213135643690872}"
2024/06/27 13:23:45.889830839,"{'x': 1.1934208482320583, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.200753609797375}"
2024/06/27 13:23:45.942109785,"{'x': 1.182976997505115, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.20974937968000607}"
2024/06/27 13:23:45.995382729,"{'x': 1.2367696072842929, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.22214965929995767}"
2024/06/27 13:23:46.48577362,"{'x': 1.2405767602239657, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.213560090682126}"
2024/06/27 13:23:46.125503344,"{'x': 1.2683114078790116, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21865470266383458}"
2024/06/27 13:23:46.192138674,"{'x': 1.268674976278207, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2207931711343969}"
2024/06/27 13:23:46.258996863,"{'x': 1.3024178149133243, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2313976178141708}"
2024/06/27 13:23:46.310059857,"{'x': 1.3106994883317802, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2445332529744224}"
2024/06/27 13:23:46.363733053,"{'x': 1.3472414193419147, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25342815185112944}"
2024/06/27 13:23:46.418893455,"{'x': 1.344875032053663, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2628395769232821}"
2024/06/27 13:23:46.470323104,"{'x': 1.4012499178682545, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.26940260767829294}"
2024/06/27 13:23:46.534839876,"{'x': 1.4341163453469508, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2661058129055762}"
2024/06/27 13:23:46.589285696,"{'x': 1.4404413440636092, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25891547099791}"
2024/06/27 13:23:46.638965181,"{'x': 1.4455396010733537, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2556809724420672}"
2024/06/27 13:23:46.691418977,"{'x': 1.4545566099573544, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2542830782194381}"
2024/06/27 13:23:46.745357090,"{'x': 1.4803055390738247, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2527172828996065}"
2024/06/27 13:23:46.800965415,"{'x': 1.48257764481554, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2547598230015389}"
2024/06/27 13:23:46.851376037,"{'x': 1.4940383298254314, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25964432317246544}"
2024/06/27 13:23:46.925262187,"{'x': 1.4842369642164632, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25849651022887343}"
2024/06/27 13:23:47.2785958,"{'x': 1.4921712013446444, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25371857243230345}"
2024/06/27 13:23:47.66788244,"{'x': 1.4934226942798958, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.2537239302743872}"
2024/06/27 13:23:47.130203032,"{'x': 1.497208223618781, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.25583133832104643}"
2024/06/27 13:23:47.185518935,"{'x': 1.49568072336807, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.24806400592352063}"
2024/06/27 13:23:47.259334679,"{'x': 1.4968603823967586, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.21707593691341298}"
2024/06/27 13:23:47.320929772,"{'x': 1.502401466338202, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.199118558863427}"
2024/06/27 13:23:47.377343505,"{'x': 1.5010878276319146, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1797166758049915}"
2024/06/27 13:23:47.428962835,"{'x': 1.5009796914665956, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.15413716861333704}"
2024/06/27 13:23:47.481817695,"{'x': 1.5008511109030924, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.14097404132376212}"
2024/06/27 13:23:47.534851378,"{'x': 1.5001798839719218, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.1142077520648277}"
2024/06/27 13:23:47.598044024,"{'x': 1.500332607753793, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.09706828970228099}"
2024/06/27 13:23:47.650895773,"{'x': 1.5039308227768895, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.039970233228813434}"
2024/06/27 13:23:47.703574390,"{'x': 1.493337385544624, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.030615451286936768}"
2024/06/27 13:23:47.756645444,"{'x': 1.4879256667493426, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.027442447320821906}"
2024/06/27 13:23:47.811896781,"{'x': 1.4897731124317972, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02817028728295412}"
2024/06/27 13:23:47.872363405,"{'x': 1.5052723181966197, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.02293496333692069}"
2024/06/27 13:23:47.927612061,"{'x': 1.4803332663861493, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.04072763098408494}"
2024/06/27 13:23:47.982224377,"{'x': 1.4722718572269204, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.05009287926087058}"
2024/06/27 13:23:48.31425369,"{'x': 1.4718425737616565, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.052329222968300115}"
2024/06/27 13:23:48.84084019,"{'x': 1.4633107707865967, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0603855603762149}"
2024/06/27 13:23:48.137001462,"{'x': 1.4641716509517528, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.0614132581027933}"
2024/06/27 13:23:48.191704693,"{'x': 1.4569678264199468, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.06814731213206393}"
2024/06/27 13:23:48.255431770,"{'x': 1.454927841551248, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07108789068446608}"
2024/06/27 13:23:48.331884145,"{'x': 1.4530790459548542, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07202398990095826}"
2024/06/27 13:23:48.409498726,"{'x': 1.4516640858428755, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07372682658867902}"
2024/06/27 13:23:48.459672814,"{'x': 1.4559969720638024, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.07244491652945584}"
2024/06/27 13:23:48.513945584,"{'x': 1.4829097195576169, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.056518490145722744}"
2024/06/27 13:23:48.566287963,"{'x': 1.4446860726273356, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08217201152566389}"
2024/06/27 13:23:48.628633299,"{'x': 1.4440149820195867, 'y': 0.0, 'z': 0.0}","{'x': 0.0, 'y': 0.0, 'z': 0.08295520158636016}"
